street,lat,lon
SUFFOLK WALK,1.3152257,103.8444914
JALAN JINTAN,1.3057788,103.8347407
MOULMEIN ROAD,1.3190022000000001,103.84828405
LORONG 25A GEYLANG,1.31457085,103.88311895000002
MARNE ROAD,1.3127681,103.8570115
JALAN RAJA UDANG,1.3276515500000001,103.8424329
LEONIE HILL ROAD,1.29838875,103.83371555
BEDOK ROAD,1.3270141,103.9508459625
JALAN RUMBIA,1.295831,103.8430846
UPPER SERANGOON CRESCENT,1.3764717166666667,103.90098848333334
ONAN ROAD,1.3105787444444443,103.90077491111111
TAI THONG CRESCENT,1.328929375,103.86959422499999
KIM TIAN ROAD,1.2823305,103.82812016
SOMME ROAD,1.3111821,103.8583303
HOUGANG STREET 92,1.37395356,103.87993466
KIM KEAT ROAD,1.3249356666666667,103.85347196666667
MARYMOUNT TERRACE,1.35066278,103.84038002
DAIRY FARM HEIGHTS,1.3665455,103.77164435
CEYLON LANE,1.31054575,103.8996846
JALAN ARUAN,1.31269235,103.84281005
ANG MO KIO STREET 66,1.39086825,103.8501851
CLARKE QUAY,1.2903486199999998,103.84507204865311
TOMLINSON ROAD,1.3035316000000001,103.82614310000001
CUSCADEN ROAD,1.305171,103.826458425
YISHUN AVENUE 1,1.42041279,103.84775582000002
JALAN EUNOS,1.3214590000000002,103.90523638333332
LORONG 6 GEYLANG,1.3100553799999999,103.87666973999998
LORONG 101 CHANGI,1.315685075,103.89973917500001
JALAN MATA AYER,1.426080375,103.82432675
JOO CHIAT PLACE,1.3136929333333334,103.90271963333333
BISHOPSGATE,1.2974402333333332,103.82297100000001
HANDY ROAD,1.2992494,103.846960325
KITCHENER LINK,1.311650475,103.857055575
TEOW HOCK AVENUE,1.3620777,103.8797835
RAMBAI ROAD,1.3107999000000001,103.90555495000001
LORONG 14 GEYLANG,1.3115006999999999,103.87914632000002
LORONG J TELOK KURAU,1.31393765,103.910068475
CANTONMENT ROAD,1.2766119,103.84068233
LEW LIAN VALE,1.3492394,103.8779099
LORONG 24 GEYLANG,1.3118543,103.8833621
KEPPEL BAY DRIVE,1.2652974,103.81548875000001
OCEAN DRIVE,1.2482137999999998,103.84201825
ELIZABETH DRIVE,1.3601142,103.7637919
BEDOK CENTRAL,1.3255429555555556,103.93376005555555
LORONG SARINA,1.3197824,103.90770972
YISHUN STREET 81,1.41404315,103.83617648750001
ZION ROAD,1.292033,103.83187776
MANGIS ROAD,1.3132367,103.9040066
SIN MING ROAD,1.3557924666666665,103.83737615
EWE BOON ROAD,1.3167054571428571,103.83121677142857
BEDOK SOUTH AVENUE 1,1.3183101625,103.9328934875
MIMOSA CRESCENT,1.3838807,103.86377180000001
CLEMENTI AVENUE 1,1.3090501749999999,103.76928565
LORONG 22 GEYLANG,1.31128858,103.88218898
LORONG 16 GEYLANG,1.3114663,103.879918
ROBIN ROAD,1.31651056,103.82744352
ANDERSON ROAD,1.311001925,103.8279709
KIM YAM ROAD,1.2940522875,103.8392997375
LORONG 27 GEYLANG,1.3149988750000001,103.88377344999999
TONG WATT ROAD,1.2930529333333334,103.84024193333335
KHIANG GUAN AVENUE,1.31750825,103.8428442
KENG LEE ROAD,1.3126021444444445,103.84536183333334
ANG MO KIO CENTRAL 3,1.3751639999999998,103.846879425
SUFFOLK ROAD,1.3144599,103.8451679
PEPYS ROAD,1.2784011999999998,103.79399012500001
KAY POH ROAD,1.296751375,103.82891055
RODYK STREET,1.2910743833333334,103.83815168333332
AKYAB ROAD,1.3236647,103.84859465
KIM SENG ROAD,1.2925933666666667,103.83332896666667
MISTRI ROAD,1.2737824,103.8459138
LORONG N TELOK KURAU,1.3102699,103.91383175
SING AVENUE,1.315236825,103.854367
SEA AVENUE,1.30615505,103.90665325
SIXTH AVENUE,1.32773187,103.79376748324043
TEMBELING ROAD,1.3102205125,103.9029902125
ORANGE GROVE ROAD,1.3095971625,103.82681947500001
LORONG 20 GEYLANG,1.3116682166666667,103.8813104
ESSEX ROAD,1.3171356,103.84495169999998
JALAN DATOH,1.32771408,103.84299894
JALAN KEMBANGAN,1.3232358999999998,103.91374703858492
CACTUS ROAD,1.38962265,103.85277827499999
SERAYA LANE,1.3069949,103.9002006
HOLLAND GROVE ROAD,1.3161841,103.78334115000001
DUKU ROAD,1.3094746800000001,103.90505198000001
BALMORAL PARK,1.31482505,103.8294622
PALM GROVE AVENUE,1.3594156,103.8774727
BISHAN STREET 25,1.3595995666666667,103.84513623333333
HEMMANT ROAD,1.3117387,103.8909379
JALAN SULTAN,1.30320547,103.86129194
RACE COURSE ROAD,1.31075962,103.85256758999999
JALAN NOVENA BARAT,1.3230450999999999,103.842263
TELOK BLANGAH ROAD,1.267740222222222,103.81710703333334
TAMARIND ROAD,1.3889939300000003,103.86046470000001
FOURTH AVENUE,1.3293440666666665,103.79717326666666
BOON TECK ROAD,1.3267912333333334,103.85002836666666
CORONATION ROAD WEST,1.3198842333333332,103.79643963333332
FLANDERS SQUARE,1.3124924,103.8576927
ROSE LANE,1.3102575,103.8938148
JIAK KIM STREET,1.29090355,103.83486160000001
INSTITUTION HILL,1.2950780499999999,103.83968935
POH HUAT ROAD WEST,1.3676901,103.87646325
QUEEN'S ROAD,1.3208845666666669,103.80956061666666
ANG MO KIO AVENUE 8,1.36689374,103.85053334
JALAN BUKIT HO SWEE,1.28747594,103.82930764
LORONG 28 GEYLANG,1.3123127,103.885624725
WOODLANDS ROAD,1.4095719555555555,103.75848878888888
BUCKLEY ROAD,1.31806508,103.84061928000001
UPPER CHANGI ROAD,1.3332697777777778,103.94897156666667
WEST COAST WAY,1.3156165,103.7557612
JURONG EAST AVENUE 1,1.34334613,103.73690056000001
JALAN DUSUN,1.32789745,103.8439273
STILL ROAD,1.31285363,103.90689360000002
STAMFORD ROAD,1.2943971444444444,103.8513025111111
MOUNT SINAI RISE,1.3160476,103.77793377777776
SEMBAWANG DRIVE,1.45520816,103.81618562000001
CAIRNHILL CIRCLE,1.3065531,103.8384307
HOW SUN DRIVE,1.344167,103.87864569999999
LORONG 38 GEYLANG,1.3140908,103.8888897
NASSIM HILL,1.3072718599999997,103.82138026
FLOWER ROAD,1.36010245,103.880882925
ANG MO KIO AVENUE 9,1.383771483333333,103.84321158333334
TAMAN SERASI,1.3081257,103.8189599
TREVOSE CRESCENT,1.3249236,103.82262419999999
PALM ROAD,1.3133709,103.9310164
RACE COURSE LANE,1.309792,103.85290520000001
DRAYCOTT DRIVE,1.3092914666666666,103.83135523333334
LORONG MELAYU,1.3227598375,103.9100412625
UPPER CHANGI ROAD NORTH,1.3603164857142858,103.9722039
OXLEY GARDEN,1.29842845,103.84214105
DAISY ROAD,1.3434071,103.8681937
SHAN ROAD,1.3252880333333332,103.84678626666665
WATTEN VIEW,1.3310378,103.8095315
SILAT AVENUE,1.2765232499999999,103.83055485
LORONG 36 GEYLANG,1.3131099333333334,103.88846530000001
SUNSHINE TERRACE,1.34581654,103.87234856
ALJUNIED ROAD,1.3220557199999998,103.88115697999999
HOW SUN ROAD,1.3454898000000002,103.8813477
KENSINGTON PARK DRIVE,1.3678875000000001,103.86883550051702
KIM KEAT CLOSE,1.3235778,103.8531386
KAMPONG BUGIS,1.3075779333333333,103.86618676666667
ANAMALAI AVENUE,1.3305730999999998,103.7948371
MARTIA ROAD,1.3072656999999999,103.91048319999999
CLUNY PARK ROAD,1.3195426000000001,103.81461743333331
JALAN NAUNG,1.36872135,103.89304014999999
YAN KIT ROAD,1.2756757374999999,103.8419753375
LENGKONG EMPAT,1.3280089333333334,103.91297153333333
LORONG 27A GEYLANG,1.31468105,103.88480725
PEMIMPIN DRIVE,1.3527066333333335,103.84222469999999
STEVENS DRIVE,1.3173732666666667,103.826422
JOO CHIAT ROAD,1.3134017833333334,103.89955053333331
MOUNT SINAI DRIVE,1.3175988250000001,103.77942095
ZION CLOSE,1.293267975,103.83083975
JALAN SAUDARA KU,1.3105537,103.9202953
ADAM ROAD,1.3283249333333333,103.81466433333334
EVERTON ROAD,1.2747077333333332,103.83856096666666
LORONG AMPAS,1.32605825,103.85316449999999
CHERRY AVENUE,1.3323121,103.7928031
JALAN KUALA,1.2954645999999999,103.8354653
KOVAN RISE,1.3624561666666668,103.88580896666667
RIVER VALLEY GROVE,1.2965697,103.8342346
LORONG 102 CHANGI,1.3161367,103.9008511
LENTOR LOOP,1.3880822000000002,103.83651416666667
EDEN GROVE,1.3445619333333332,103.8718573
OWEN ROAD,1.3141708666666667,103.85258588888888
MARTIN ROAD,1.2917166,103.8382099
SIMON LANE,1.3630836999999998,103.88433805
JALAN SINGA,1.330663175,103.9069532
KALLANG ROAD,1.3082029444444445,103.86436494444446
JALAN PUNAI,1.3298411,103.9071582
HINDHEDE DRIVE,1.3464316666666667,103.77601303333334
GILSTEAD ROAD,1.31650305,103.83951648333334
PARK VALE,1.3300734,103.8100825
LEEDON ROAD,1.3139823,103.79825345714285
JALAN REMAJA,1.3578697000000002,103.76086624999999
PASIR PANJANG HILL,1.28147455,103.78572394999999
GRAY LANE,1.3123274,103.8926731
OLD UPPER THOMSON ROAD,1.377040533333333,103.82503728333334
HIGHLAND ROAD,1.3576612333333333,103.8786662
BALMORAL CRESCENT,1.3161713333333334,103.83442863333333
ONTARIO AVENUE,1.3574293,103.8277026
OPAL CRESCENT,1.32773325,103.86726105
KIM KEAT LANE,1.3240114666666667,103.8536742
LORONG ONG LYE,1.348107725,103.87900175
DAIRY FARM LANE,1.3665058,103.77331175
ADIS ROAD,1.3006325333333333,103.84765813333333
LORONG 7 GEYLANG,1.31241725,103.8759155
LORONG 39 GEYLANG,1.3157536333333333,103.8907348
HERTFORD ROAD,1.31275875,103.8481109
PRINSEP LINK,1.3000978,103.850653
TAMAN WARNA,1.3103572749999999,103.7971209
JALAN RAJAWALI,1.3436671400000002,103.76858774
PULASAN ROAD,1.3116544499999998,103.9063364
FABER HEIGHTS,1.3222399999999999,103.7568891
ENG KONG CRESCENT,1.3352424,103.7695006
MEI HWAN DRIVE,1.3537489666666664,103.86104823333334
BUANGKOK GREEN,1.3797561,103.88454504444445
HAIG AVENUE,1.3080526,103.8996454
LORONG BANDANG,1.3143528,103.9099546
ROBINSON ROAD,1.2800633285714285,103.8496132857143
JALAN MERAH SAGA,1.3113226500000001,103.79754565
SWISS VIEW,1.3466204,103.79026895
EAST COAST TERRACE,1.3109724000000003,103.92297657499999
CLAYMORE ROAD,1.3074291142857142,103.82972777142857
THOMSON LANE,1.33086075,103.8410023
HILLSIDE DRIVE,1.3582034666666667,103.87703711666666
LORONG SALLEH,1.3230739,103.9069788
ST. MARTIN'S DRIVE,1.3058459500000001,103.8242414
LEWIS ROAD,1.3204585666666668,103.82327096666667
DALVEY ESTATE,1.3188282333333332,103.820947
BRISTOL ROAD,1.3130666666666666,103.84913046666668
LOYANG AVENUE,1.3689546199999998,103.96990706000001
PEGU ROAD,1.3236559,103.8519212
CHOA CHU KANG NORTH 6,1.3960944375,103.747605525
WEST COAST RISE,1.3158457,103.7532843
FABER DRIVE,1.3198868,103.758300475
MARGOLIOUTH ROAD,1.3190862333333333,103.82393703333332
EMERALD HILL ROAD,1.3033847142857142,103.8392888857143
OXLEY ROAD,1.2985018857142856,103.8412508857143
QUEEN ASTRID GARDENS,1.3184174666666666,103.78924196666667
BUKIT DRIVE,1.3477174500000002,103.77502935000001
PROME ROAD,1.32495625,103.84926469999999
LORONG 25 GEYLANG,1.3149407,103.88263266666667
ARNASALAM CHETTY ROAD,1.2916381,103.8385322
BISHAN STREET 21,1.3481064999999999,103.84244335
TYRWHITT ROAD,1.31085555,103.85973668
LORONG 4 GEYLANG,1.30982932,103.87608513999999
LORONG 29 GEYLANG,1.31476825,103.8858269
FLORENCE ROAD,1.36490195,103.886151025
CLUB STREET,1.2822683625,103.846298725
LORONG 8 GEYLANG,1.31037555,103.87721365
LIM TUA TOW ROAD,1.3544635,103.87642925
LORONG 12 GEYLANG,1.311090175,103.878382425
RAMBUTAN ROAD,1.3139663,103.9047798
ANGULLIA PARK,1.3046346,103.83004551428571
TESSENSOHN ROAD,1.314781525,103.85563337500001
BUKIT BATOK CENTRAL LINK,1.3499306599999998,103.7488302
LOYANG BESAR CLOSE,1.3781698,103.9585939
LORONG 19 GEYLANG,1.3143786714285715,103.87904995714288
LORONG KILAT,1.3409507999999999,103.77345315
HOLLAND PARK,1.308779975,103.80515595
KEW CRESCENT,1.3195792000000002,103.9490358
BINJAI PARK,1.3382444800000002,103.78754832
CRAIG ROAD,1.27782105,103.84268241666668
JANSEN ROAD,1.3585963666666665,103.87816123333333
GAMBIR WALK,1.3445157,103.8751589
JALAN YASIN,1.32090905,103.90591805
FIFTH AVENUE,1.3298763500000002,103.7955824
GLASGOW ROAD,1.36167215,103.87844329999999
PAYA LEBAR CRESCENT,1.3490470285714284,103.88265435714285
LORONG MARZUKI,1.3230438333333334,103.90885613333334
DUCHESS ROAD,1.323912,103.8075733
SAMPAN PLACE,1.300348,103.8822702
JALAN TUA KONG,1.3163521,103.92547276
FOO KIM LIN ROAD,1.3286829,103.906604
SOMMERVILLE WALK,1.34384525,103.87008595
LEICESTER ROAD,1.3299975666666668,103.8673059
LORONG 37 GEYLANG,1.3155203199999999,103.88974828
LORONG 108 CHANGI,1.31667405,103.90458045
LORONG CHUAN,1.3590288083333333,103.86745203064324
BOUNDARY ROAD,1.353936866666667,103.87424775555554
LANGSAT ROAD,1.315180875,103.90175160000001
SPRINGSIDE GREEN,1.4036754,103.8190036
KOON SENG ROAD,1.31180405,103.9045203
PARRY AVENUE,1.36440785,103.87744985
GUILLEMARD CRESCENT,1.3096203666666668,103.88084553333333
NEW BRIDGE ROAD,1.28464052,103.84385398000002
BOAT QUAY,1.28760528,103.84971243
STANGEE PLACE,1.3079644,103.9068135
SIGLAP DRIVE,1.3164954500000001,103.92042864999999
ROBIN DRIVE,1.3184267,103.8278845
FORD AVENUE,1.31379976,103.79499607999999
JALAN LIMBOK,1.3638804,103.8744771
NAPIER ROAD,1.3060195833333332,103.82065363333334
ENG NEO AVENUE,1.3353266333333333,103.79998471666666
KAMPONG JAVA ROAD,1.3117248499999998,103.84534953
KALIDASA AVENUE,1.38196405,103.8302707
CLAYMORE DRIVE,1.3072582499999998,103.8294368
CHAPEL ROAD,1.3067006,103.90729189999999
JALAN ULU SIGLAP,1.3143085,103.92813999999998
KENT ROAD,1.3163040499999998,103.85218455
JALAN LIMAU BALI,1.32298105,103.94777025
FOCH ROAD,1.312398175,103.860037925
TANGLIN HILL,1.3019791333333333,103.81649566666665
ELLIOT ROAD,1.3120251,103.9304578
KANG CHOO BIN ROAD,1.3659491400000001,103.88196242
WOOLLERTON PARK,1.3178464666666667,103.80943493333332
JALAN NOVENA,1.3236702,103.84304639999999
JALAN ULU SEMBAWANG,1.4291298000000001,103.8086066
SIRAT ROAD,1.357077,103.87609076666666
ROBEY CRESCENT,1.3670696,103.8822013
LORONG 42 GEYLANG,1.31443455,103.89025055
CHU LIN ROAD,1.3578066,103.7602599
WATTEN ESTATE ROAD,1.32976288,103.80963898
YONG SIAK STREET,1.2830642,103.8300118
JALAN AYER,1.3112513,103.87274065
BHAMO ROAD,1.3251223,103.8499608
PHOENIX AVENUE,1.37290315,103.75936652499999
LORONG 3 GEYLANG,1.3130170857142858,103.87392535714285
LIM AH PIN ROAD,1.3640547333333333,103.88684073333333
MARTABAN ROAD,1.3231317666666669,103.85050910000001
JALAN TANI,1.3673913500000001,103.885102
HULLET ROAD,1.3034685000000001,103.83803935
MARSHALL ROAD,1.3064937200000002,103.90135976000002
ELLIOT WALK,1.3120542,103.9313442
ANG MO KIO AVENUE 1,1.3634972799999998,103.84254309
MEYER PLACE,1.29883505,103.88650575
DORSET ROAD,1.31390925,103.85098633749999
SAM LEONG ROAD,1.309573175,103.8566552
PETAIN ROAD,1.31195055,103.85843681666667
TAY LIAN TECK ROAD,1.3120347,103.9296706
STEVENS CLOSE,1.31472925,103.8245186
THOMSON HILLS DRIVE,1.3786629666666663,103.8320265
JALAN PAKIS,1.3681287,103.7689594
BIDEFORD ROAD,1.3037072285714284,103.8366158857143
PILLAI ROAD,1.3475994,103.8800497
WALSHE ROAD,1.3126274,103.82756810000001
MARINE PARADE,1.3026372400000001,103.90479340242489
JALAN TARI SERIMPI,1.3976541,103.8725524
JALAN LABU MERAH,1.3459136,103.8740489
SPRINGSIDE WALK,1.4051314,103.8199826
RIVIERA DRIVE,1.31634005,103.9426536
JALAN SELANTING,1.3441837,103.767969
LORONG 105 CHANGI,1.3162101,103.90274425
MATTAR ROAD,1.3261224,103.88337035
KELLOCK ROAD,1.2939634,103.82994155000002
HOLLAND AVENUE,1.3111784,103.79590096
SALLIM ROAD,1.3262437,103.8809173
PHILLIPS AVENUE,1.36365815,103.8762341
CHWEE CHIAN ROAD,1.279221175,103.78903805
DE SOUZA AVENUE,1.3451921,103.7688302
JALAN AMPANG,1.3211494000000001,103.7946903
CHAPEL CLOSE,1.3076215,103.9067405
GOLDHILL AVENUE,1.3196919333333332,103.83225663333333
WOO MON CHEW ROAD,1.31592624,103.92949884
PASIR PANJANG CLOSE,1.2914413,103.7720812
PERUMAL ROAD,1.3128904,103.8554199
JALAN TIGA RATUS,1.3413578,103.96048136666667
SERAYA ROAD,1.28919835,103.81311735
JOO AVENUE,1.3152942,103.8551295
INDUS ROAD,1.290258625,103.82964275
DUKE'S ROAD,1.3226923,103.8120603
JALAN HAJI ALIAS,1.32346915,103.7944038
ZEHNDER ROAD,1.2835202,103.7856668
SUNSET CLOSE,1.3247219,103.7657351
EVERITT ROAD,1.3116444600000001,103.90348893999999
SWAN LAKE AVENUE,1.3209185333333335,103.9244994
PEACH GARDEN,1.3017647,103.8589103166667
SERAYA CRESCENT,1.3737895,103.8274288
LLOYD ROAD,1.297353225,103.8395786
GREEN LANE,1.3112364,103.8939949
LORONG 1 REALTY PARK,1.3675317,103.89024486666666
YUAN CHING ROAD,1.33720577,103.72357379
KENG CHEOW STREET,1.28779605,103.843706725
NORFOLK ROAD,1.3153567333333331,103.84650376666666
UPPER CROSS STREET,1.2853135999999998,103.84391914
CHIKU ROAD,1.3141055,103.9056431
TELOK BLANGAH DRIVE,1.2727998,103.8095257875
GREENWOOD AVENUE,1.3336072687499998,103.80593750625
BROOKE ROAD,1.3033778,103.90408776666668
JERVOIS LANE,1.2943776,103.8191378
ST. GEORGE'S ROAD,1.3229260374999998,103.862487325
JALAN TENGGIRI,1.3083318,103.914094
SANDILANDS ROAD,1.3635811,103.8783361
NALLUR ROAD,1.3123459333333332,103.93226403333334
LORONG SELANGAT,1.3453656999999999,103.8684867
SALAM WALK,1.3216999,103.9511615
DUNMAN LANE,1.3088191999999998,103.8947993
HOLLAND HEIGHTS,1.3083371,103.80335579999999
CRANE ROAD,1.31247415,103.898967
LORONG 107 CHANGI,1.3164624,103.9039714
CHOA CHU KANG ROAD,1.3779152000000001,103.75720975000002
LORONG 17 GEYLANG,1.3140684666666667,103.87853998333333
ROSYTH AVENUE,1.3621341,103.8773784
JALAN WAKAFF,1.3181519,103.9116526
HAPPY AVENUE NORTH,1.3308792249999999,103.88104455
GREENDALE AVENUE,1.3320471333333332,103.80668056666666
BELMONT ROAD,1.3161455,103.799332725
KHEAM HOCK ROAD,1.3248292000000002,103.81993993333334
STURDEE ROAD NORTH,1.3140217,103.857171
JALAN JAMAL,1.3127019,103.9253269
LORONG 13 GEYLANG,1.3131304333333333,103.8775365
TAMAN NAKHODA,1.3108757,103.80782415
LORONG GAMBIR,1.3447922,103.874622
CHARLTON LANE,1.3557706,103.8819921
AH SOO GARDEN,1.3506436000000002,103.8836213
LICHFIELD ROAD,1.3644168,103.8701189
WAN THO AVENUE,1.3324105499999999,103.87139065000001
WHAMPOA DRIVE,1.3234374142857142,103.85554615714287
WATERLOO STREET,1.299181725,103.8518845875
JALAN BINGKA,1.3408574666666666,103.78012796666667
WHITLEY ROAD,1.3236201714285714,103.83102231428572
JALAN PARI BURONG,1.33398824,103.94672
TOH YI DRIVE,1.3383789,103.77254076
ENG HOON STREET,1.2842535,103.83376427142856
LORONG 15 GEYLANG,1.31329795,103.87825075
LEITH PARK,1.3628382,103.8744285
TEO KIM ENG ROAD,1.3280721,103.9085962
HAIGSVILLE DRIVE,1.3105114,103.89839979999999
CLAYMORE HILL,1.3077607285714288,103.83180714285716
MOUNT ELIZABETH,1.3054492,103.83538251249999
LUCKY HEIGHTS,1.3164495250000001,103.94049105000002
SIMS AVENUE EAST,1.3202341,103.9109933
HOW SUN CLOSE,1.3438675,103.8816777
LIANG SEAH STREET,1.29812885,103.856324275
TOH YI ROAD,1.3376418,103.77123825
TRURO ROAD,1.3143281,103.8492828
KEE SENG STREET,1.2746548,103.84263585
EVERITT ROAD NORTH,1.3157185666666666,103.90156433333334
YOUNGBERG TERRACE,1.339539,103.8703646
CHANCERY HILL ROAD,1.3237904,103.8389544
CORONATION ROAD,1.322663725,103.80573315
EBER ROAD,1.29926465,103.8401024
STARLIGHT ROAD,1.313847075,103.85379032499999
EAST COAST AVENUE,1.31002862,103.92411612000001
HORNE ROAD,1.3094716285714285,103.86165135714286
KING'S ROAD,1.319067575,103.8069742
SUNBIRD ROAD,1.3379911,103.9578059
LORONG TAHAR,1.3125994,103.8757609
JALAN LABU AYER,1.3438002,103.8741885
JALAN MAS PUTEH,1.3086744333333336,103.76213648888887
SANDY LANE,1.31185,103.8921435
PENHAS ROAD,1.309490275,103.862909325
SOMMERVILLE ESTATE ROAD,1.3109293499999999,103.8063778
KITCHENER ROAD,1.31013258,103.85699688
WESTERHOUT ROAD,1.3109657666666665,103.88029119999999
MARIGOLD DRIVE,1.35404165,103.829364525
DAIRY FARM CRESCENT,1.3654767333333335,103.7691032
TAMPINES LANE,1.3452485,103.9420381
IRWELL HILL,1.2976852,103.8284645
ANGKLONG LANE,1.3625014,103.8251364
TERRASSE LANE,1.3684372,103.8744068
ANG MO KIO RISE,1.3682347,103.8299181
PARK ROAD,1.2841947,103.8399091
TANGLIN RISE,1.307933,103.8040331
